"","time_stamp","event","worker_id","file_name","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score","test_duration","feedback","quit_reason","profession_id","adjusted_score","file_name_id","gender_id","country_labels","country_id","testDuration_fastMembership","is_fast"
"1","Tue2015Jul0708:44:29.407","CONSENT","2ag5c3i5-96_3","HIT02_24",1436271348336,"visual basics","Hobbyist","Male","High_School",2,"US",28,"0","1","0","0","0",1,1.15,NA,NA,"3",0.490009859511696,"2","2","US","1",0.446129382323965,FALSE
"2","Tue2015Jul0708:37:49.595","CONSENT","3AI7C4g38-9_3","HIT02_24",1436271352812,"HTML","Hobbyist","Male","High_School;Web",12,"US",28,"0","1","0","1","1",3,2.86188333333333,"I was unsure about this task. ",NA,"3",0.936344292346508,"2","2","US","1",0.584849279557527,TRUE
"3","Tue2015Jul0708:23:57.685","CONSENT","4eG-9C1c924_3","HIT02_24",1436271367805,"python","Hobbyist","Male","Web;Other_books",5,"US",33,"0","1","0","1","0",2,7.83133333333333,NA,NA,"3",0.659986338615415,"2","2","US","1",0.670707555076769,TRUE
"4","Tue2015Jul0708:18:01.785","CONSENT","6ai-7g6e2-1-5_3","HIT02_24",1436271369601,"Java","Hobbyist","Male","Web",0,"US",28,"0","0","0","1","1",2,1.86973333333333,NA,NA,"3",0.660729865587491,"2","2","US","1",0.513232135980113,TRUE
"5","Tue2015Jul0708:21:35.711","CONSENT","7aI-8i9g6-3-5_3","HIT02_24",1436271370663,"C++; Python","Hobbyist","Male","High_School;Web",5,"US",35,"1","0","0","1","0",2,5.41746666666667,NA,NA,"3",0.941097916043942,"2","2","US","1",0.671031198402267,TRUE
"6","Tue2015Jul0708:18:49.408","CONSENT","8cG4c-7e-460_3","HIT02_24",1436271386556,"Javascript","Undergraduate_Student","Female","University;Web",2,"US",22,"0","1","0","0","0",1,2.38086666666667,NA,NA,"5",0.490009859511696,"2","1","US","1",0.550180523717845,TRUE
"7","Tue2015Jul0709:21:39.428","CONSENT","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT02_24",1436271398036,"SQL","Professional","Male","University",5,"US",32,"1","0","1","1","0",4,5.08443333333333,"I enjoyed this and thought it was interesting",NA,"1",1.7185212272523,"2","2","US","1",0.654350942337133,TRUE
"8","Tue2015Jul0708:20:27.127","CONSENT","11ga7i-5C-15-1_3","HIT02_24",1436271399590,"unknown","Hobbyist","Female","Web",0,"US",29,"0","0","0","0","0",0,3.79228333333333,NA,NA,"3",0,"2","1","US","1",0.630689423305695,TRUE
"9","Tue2015Jul0708:19:39.616","CONSENT","14Ca0I-1G-602_3","HIT02_24",1436271445810,"java","Hobbyist","Male","Web",1,"US",23,"0","0","0","0","0",0,2.2301,NA,NA,"3",0,"2","2","US","1",0.542099695359341,TRUE
"10","Tue2015Jul0709:19:25.449","CONSENT","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT02_24",1436271498276,"RPG; Visual Basic","Professional","Male","High_School;University",23,"US",44,"1","0","1","1","1",3.66666666666667,12.3009333333333,"Very much enjoyed that. I haven't coded in a while so it was great to flex that part of my brain again. I love troubleshooting code in languages I don't know. It is really fun.",NA,"1",1.53872264682526,"2","2","US","1",0.622752567101715,TRUE
"11","Tue2015Jul0708:37:00.234","CONSENT","23EE-1c8E1-7-2:16eA-3g-9A-7-5-3_3","HIT02_24",1436271505954,"Java","Professional","Male","High_School;University;Web",8,"US",29,"1","1","1","1","1",4.5,3.89838333333333,"I'd like to be able to go back; as I noticed something on the last question that I did not see earlier.",NA,"1",1.87703644688255,"2","2","US","1",0.635445533892191,TRUE
